User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1640,1,Mastercard,Debit,5751244963755467,05/2024,167,YES,1,12193.0,06/2017,2017,No
1640,2,Visa,Debit,4209063259747210,07/2018,375,YES,1,14247.0,06/2018,2018,No
1640,3,Mastercard,Debit,5624048822152519,02/2020,78,YES,2,14859.0,05/2004,2009,No
1641,0,Visa,Credit,4729818901299083,09/2014,625,NO,2,13400.0,10/2005,2011,No
1641,1,Mastercard,Credit,5923018656297645,08/2020,116,YES,2,12500.0,03/2003,2003,No
1641,2,Amex,Credit,346055751406362,12/2009,56,YES,2,3800.0,09/2001,2009,No
1641,3,Mastercard,Debit,5424466713085703,06/2014,575,YES,2,22527.0,04/2007,2011,No
1642,0,Mastercard,Debit,5588070685818037,09/2020,126,YES,1,7284.0,01/2020,2020,No
1643,0,Visa,Debit,4020577124844597,04/2022,526,YES,1,22856.0,10/2012,2012,No
1643,1,Visa,Debit,4033453235002124,01/2021,434,YES,1,20225.0,02/2016,2016,No
1643,2,Visa,Debit,4585531601433102,02/2020,364,NO,1,15742.0,02/2020,2020,No
1643,3,Visa,Credit,4751967279477590,11/2021,581,NO,1,11400.0,12/2008,2008,No
1644,0,Amex,Credit,368778866746348,08/2008,125,YES,1,6200.0,04/2007,2014,No
1644,1,Amex,Credit,378145015065628,10/2005,759,YES,2,500.0,07/2005,2009,No
1644,2,Mastercard,Credit,5719046765863775,11/2021,971,YES,1,7100.0,11/2008,2017,No
1644,3,Visa,Debit,4043732830819375,03/2022,390,YES,1,15522.0,12/2006,2015,No
1644,4,Mastercard,Debit,5240774776973707,09/2023,370,YES,2,19640.0,02/2001,2010,No
1645,0,Mastercard,Debit,5314535985439666,06/2020,410,YES,1,13930.0,11/2007,2010,No
1645,1,Mastercard,Debit,5462773776307346,02/2021,951,YES,2,22357.0,06/2015,2015,No
1645,2,Mastercard,Credit,5315038417328405,01/2022,772,YES,1,7700.0,10/2011,2011,No
1645,3,Amex,Credit,386623237356858,09/2023,553,NO,1,5100.0,06/2012,2012,No
1646,0,Mastercard,Debit,5452922835345688,01/2020,969,YES,2,12191.0,01/2020,2020,No
1647,0,Visa,Debit,4295877159831914,02/2024,602,YES,1,58234.0,03/2015,2015,No
1647,1,Mastercard,Debit,5357953507565192,07/2021,726,YES,2,76966.0,02/2011,2011,No
1648,0,Mastercard,Credit,5046466769118356,05/2023,561,YES,2,4500.0,06/2016,2016,No
1649,0,Mastercard,Debit,5689155673355585,07/2024,698,YES,1,25551.0,12/2011,2011,No
1649,1,Mastercard,Debit,5648059407570222,03/2021,353,YES,2,21253.0,03/2004,2011,No
1649,2,Mastercard,Debit,5854204096882081,12/2023,551,YES,2,10274.0,06/2008,2008,No
1649,3,Amex,Credit,375716098483935,11/2015,431,YES,2,4800.0,08/2015,2015,No
1649,4,Visa,Debit,4049373677960607,12/2023,739,YES,2,19934.0,01/2020,2020,No
1650,0,Visa,Debit,4419528709052008,09/2022,578,YES,2,8829.0,02/2020,2020,No
1650,1,Mastercard,Credit,5244253968518286,07/2024,684,YES,2,12400.0,01/2013,2013,No
1650,2,Mastercard,Debit,5148677955904141,02/2020,917,YES,1,17691.0,03/2018,2018,No
1651,0,Mastercard,Debit,5567990384490539,05/2013,643,YES,2,15317.0,05/2008,2013,No
1652,0,Mastercard,Debit,5118228142214662,06/2020,208,YES,1,19612.0,12/2015,2015,No
1653,0,Mastercard,Debit,5797418937992891,01/2020,154,YES,2,10304.0,01/2020,2020,No
1654,0,Mastercard,Debit,5570742279358802,02/2021,20,YES,1,16229.0,03/2017,2017,No
1654,1,Visa,Debit,4515909883803900,11/2024,871,YES,1,8366.0,11/2015,2015,No
1654,2,Visa,Debit,4060618518013622,06/2023,39,YES,2,7688.0,11/2014,2014,No
1654,3,Amex,Credit,343206406411256,09/2024,201,YES,1,8300.0,07/2008,2015,No
1655,0,Mastercard,Debit,5199637709729169,05/2022,927,YES,1,16557.0,01/2020,2020,No
1656,0,Mastercard,Debit,5054406942161566,08/2024,161,YES,2,18627.0,07/2009,2015,No
1657,0,Visa,Debit,4807723891729123,08/2022,174,YES,1,23156.0,02/2020,2020,No
1657,1,Visa,Debit,4277161408897403,02/2024,419,YES,1,30041.0,07/2010,2011,No
1657,2,Mastercard,Debit,5010004900517856,02/2024,908,YES,1,29137.0,10/2011,2011,No
1657,3,Amex,Credit,359523053030416,07/2021,87,YES,1,10400.0,09/2004,2017,No
1657,4,Mastercard,Credit,5765181164708255,02/2022,980,YES,2,13500.0,06/2008,2008,No
1657,5,Mastercard,Debit,5002104504565119,02/2023,917,YES,1,17663.0,11/2016,2016,No
1658,0,Mastercard,Debit,5458733371432885,08/2021,24,NO,2,30637.0,01/2020,2020,No
1659,0,Mastercard,Debit,5392188065665641,10/2021,452,NO,1,8540.0,08/2017,2017,No
1659,1,Mastercard,Debit,5302317645406586,02/2012,347,YES,1,9397.0,06/2008,2010,No
1659,2,Visa,Debit,4723396292994912,09/2020,740,YES,1,12329.0,01/2020,2020,No
1659,3,Visa,Debit,4598597915590543,01/2020,17,YES,1,8333.0,10/2003,2007,No
1660,0,Visa,Credit,4536458621990266,09/2020,102,YES,2,5200.0,10/2019,2019,No
1660,1,Visa,Debit,4534127090202764,08/2010,827,YES,2,35757.0,04/2010,2011,No
1660,2,Mastercard,Credit,5778899151304683,03/2015,908,NO,1,16600.0,05/2005,2015,No
1660,3,Mastercard,Debit,5583589115477515,06/2020,661,YES,2,23754.0,09/2003,2018,No
1660,4,Mastercard,Debit,5728689238652207,10/2024,532,YES,2,14480.0,03/2005,2009,No
1660,5,Mastercard,Debit,5625472759967842,10/2023,564,YES,2,6237.0,01/2006,2007,No
1661,0,Visa,Credit,4061328991788690,02/2023,114,NO,1,9200.0,01/2020,2020,No
1661,1,Visa,Debit,4497861134959245,01/2020,573,YES,2,14797.0,01/2020,2020,No
1662,0,Visa,Credit,4042007108574831,02/2023,177,YES,1,9400.0,11/2010,2013,No
1662,1,Visa,Debit (Prepaid),4868990994344273,06/2024,248,YES,2,50.0,07/2011,2011,No
1662,2,Mastercard,Credit,5764971120736645,02/2020,402,YES,2,1800.0,12/2013,2013,No
1662,3,Amex,Credit,343199188380745,10/2024,496,YES,1,12400.0,05/2004,2014,No
1662,4,Visa,Credit,4577476596554924,12/2010,553,YES,2,14300.0,01/2007,2007,No
1662,5,Mastercard,Debit,5355715623674970,12/2024,956,YES,1,27489.0,02/2011,2011,No
1663,0,Visa,Debit,4792996181300907,01/2022,998,YES,2,7846.0,02/2020,2020,No
1664,0,Mastercard,Credit,5943886556523564,09/2021,437,YES,2,12500.0,02/2020,2020,No
1664,1,Discover,Credit,6741482633639648,04/2020,360,NO,2,10500.0,01/2020,2020,No
1664,2,Mastercard,Debit (Prepaid),5680672417239483,02/2020,195,YES,1,72.0,02/2020,2020,No
1664,3,Mastercard,Credit,5544918910984279,05/2020,158,YES,1,8800.0,02/2020,2020,No
1665,0,Mastercard,Debit,5837775089417018,01/2011,189,YES,1,11199.0,12/2010,2010,No
1665,1,Visa,Debit,4205821347854727,05/2020,679,YES,1,8800.0,01/2010,2010,No
1665,2,Mastercard,Debit (Prepaid),5825065723069699,09/2021,940,YES,1,83.0,10/2013,2013,No
1665,3,Mastercard,Debit,5757614479800979,11/2024,657,NO,1,7217.0,03/2010,2010,No
1666,0,Mastercard,Credit,5282787263853461,09/2022,115,YES,2,9000.0,10/2015,2015,No
1666,1,Mastercard,Debit,5805044569196975,01/2020,947,YES,1,15195.0,01/2011,2011,No
1666,2,Mastercard,Debit,5522110015947841,02/2024,663,YES,1,14747.0,03/2010,2010,No
1667,0,Mastercard,Debit,5683330455656295,02/2020,447,YES,2,8998.0,02/2020,2020,No
1668,0,Amex,Credit,340244443373002,03/2023,846,YES,2,20400.0,02/2020,2020,No
1668,1,Visa,Debit,4554284422042742,09/2022,212,YES,2,13653.0,08/2009,2016,No
1669,0,Amex,Credit,371091834390039,02/2020,858,YES,2,17800.0,01/2010,2011,No
1669,1,Mastercard,Debit (Prepaid),5200794681511676,07/2024,836,YES,2,52.0,09/2005,2015,No
1669,2,Mastercard,Debit (Prepaid),5906678291020827,09/2023,935,YES,2,56.0,08/2011,2011,No
1669,3,Mastercard,Debit,5159691137023059,01/2024,232,YES,2,3099.0,03/2002,2012,No
1670,0,Mastercard,Debit,5991004678910438,05/2020,214,YES,1,11805.0,01/2020,2020,No
1670,1,Visa,Debit,4256748017620071,01/2020,433,YES,1,17535.0,01/2020,2020,No
1671,0,Amex,Credit,352397360356465,08/2022,465,YES,2,18000.0,06/2002,2011,No
1672,0,Mastercard,Debit (Prepaid),5849992280196253,11/2024,858,YES,2,95.0,02/2020,2020,No
1673,0,Discover,Credit,6789723556516100,09/2020,817,YES,1,8200.0,03/2008,2014,No
1673,1,Mastercard,Debit,5927292790575653,11/2023,964,YES,2,2143.0,01/1999,2013,No
1673,2,Mastercard,Debit,5184790316386758,12/2021,128,YES,2,6550.0,08/2005,2016,No
1673,3,Mastercard,Credit,5148202936285148,04/2024,384,YES,2,12800.0,07/2011,2011,No
1673,4,Visa,Debit,4707894398714464,02/2020,848,YES,1,15960.0,07/2007,2010,No
1674,0,Mastercard,Credit,5930929069464452,02/2020,744,YES,2,19000.0,01/2020,2020,No
1674,1,Mastercard,Debit,5981196310914475,06/2016,143,YES,1,26575.0,07/2009,2011,No
1675,0,Mastercard,Credit,5613327518828278,06/2021,118,YES,2,5800.0,09/2008,2008,No
1675,1,Mastercard,Debit,5340964008686387,05/2021,458,YES,2,16047.0,04/2002,2011,No
1676,0,Visa,Credit,4802501874295829,04/2024,196,YES,2,5900.0,09/2014,2014,No
1676,1,Mastercard,Debit,5885722307882995,05/2024,538,YES,2,22722.0,03/2019,2019,No
1676,2,Mastercard,Debit,5544865210857672,07/2013,422,YES,2,21258.0,01/2013,2013,No
1677,0,Visa,Debit (Prepaid),4570842726552830,07/2020,4,YES,2,18.0,09/2009,2009,No
1677,1,Mastercard,Debit (Prepaid),5030524191307854,08/2023,680,YES,2,8.0,02/2010,2017,No
1678,0,Visa,Debit,4967633206571164,03/2023,284,YES,2,14446.0,11/2013,2013,No
1678,1,Mastercard,Credit,5582940861805001,08/2016,142,YES,1,10500.0,05/2001,2009,No
1678,2,Visa,Debit,4788436311707750,12/2023,234,YES,2,13122.0,12/2004,2009,No
1678,3,Visa,Debit,4606238393574333,11/2012,70,YES,1,24519.0,11/2008,2014,No
1678,4,Visa,Credit,4661230447201577,05/2015,53,YES,1,9400.0,02/2012,2012,No
1678,5,Mastercard,Debit,5145877040417123,03/2022,66,YES,2,12121.0,08/2008,2010,No
1679,0,Mastercard,Credit,5327121819423216,11/2021,101,NO,2,1300.0,01/2020,2020,No
1679,1,Mastercard,Credit,5867592323939058,01/2020,102,YES,1,17500.0,01/2020,2020,No
1680,0,Mastercard,Credit,5759964167622790,01/2023,828,YES,1,10700.0,07/2010,2011,No
1680,1,Amex,Credit,356216577809094,01/2023,298,YES,2,7300.0,09/2005,2010,No
1680,2,Visa,Debit,4661688933459307,06/2016,432,YES,1,15194.0,12/2013,2013,No
1681,0,Visa,Credit,4493101815036488,06/2024,137,YES,1,5400.0,08/2001,2008,No
1681,1,Amex,Credit,336131482851954,12/2022,979,YES,2,14100.0,03/2005,2008,No
1681,2,Visa,Debit,4610833826779556,04/2018,523,YES,2,3899.0,03/2007,2008,No
1681,3,Mastercard,Debit (Prepaid),5644525290796847,05/2020,601,YES,1,22.0,10/2009,2010,No
1681,4,Visa,Debit,4124567693793737,04/2022,870,NO,1,16464.0,05/2010,2012,No
1682,0,Mastercard,Debit,5125647538274113,05/2022,824,YES,1,39591.0,08/2008,2011,No
1682,1,Mastercard,Debit,5099776027896183,12/2022,812,YES,1,39452.0,12/2008,2010,No
1682,2,Visa,Debit,4338781388247802,03/2014,826,YES,2,27266.0,11/2013,2013,No
1682,3,Visa,Credit,4524849172878282,10/2020,975,YES,2,15400.0,03/2009,2012,No
1682,4,Mastercard,Credit,5475237541011918,02/2014,774,YES,1,16700.0,06/2013,2013,No
1683,0,Mastercard,Debit,5383177529361615,03/2020,716,YES,1,38048.0,11/2001,2007,No
1683,1,Mastercard,Debit,5554581325182985,01/2022,904,YES,2,7564.0,11/2010,2013,No
1683,2,Mastercard,Debit,5656878998719323,11/2023,789,YES,2,35203.0,07/1991,2010,No
1684,0,Mastercard,Credit,5764817007089895,07/2023,815,YES,2,10800.0,12/2005,2010,No
1684,1,Visa,Credit,4018146556727350,05/2023,544,NO,2,8000.0,06/2011,2011,No
1685,0,Mastercard,Debit,5815754119556359,02/2024,221,YES,1,4729.0,08/2007,2014,No
1685,1,Visa,Credit,4362354248365750,01/2021,283,YES,2,6400.0,05/2009,2009,No
1685,2,Visa,Credit,4620287459795673,02/2022,745,YES,1,9200.0,11/2007,2014,No
1685,3,Visa,Credit,4595319622489775,08/2018,349,NO,1,8000.0,07/2018,2018,No
1685,4,Visa,Debit,4385951951421354,02/2022,796,YES,2,17235.0,05/2007,2007,No
1686,0,Mastercard,Debit,5372184619325693,11/2020,785,YES,2,1.0,07/2010,2010,No
1686,1,Amex,Credit,313148408217973,10/2021,576,YES,2,0.0,05/2011,2011,No
1686,2,Visa,Debit,4924159268930796,09/2010,790,YES,1,1.0,04/2010,2010,No
1686,3,Visa,Debit,4139051015604116,08/2018,15,YES,1,1.0,07/2015,2015,No
1686,4,Mastercard,Debit,5792498646569711,12/2024,554,YES,1,0.0,08/2004,2009,No
1686,5,Discover,Credit,6283858533446011,04/2023,427,YES,1,0.0,10/2003,2007,No
1687,0,Mastercard,Debit,5772730644295426,10/2021,852,YES,2,28850.0,12/2018,2018,No
1687,1,Mastercard,Credit,5948729602096653,06/2015,95,YES,1,15700.0,10/2009,2010,No
1687,2,Mastercard,Debit (Prepaid),5018794058509930,01/2021,807,YES,2,79.0,01/2010,2011,No
1687,3,Visa,Credit,4888697499810645,01/2020,276,YES,2,18500.0,12/2015,2015,No
1688,0,Visa,Debit,4693555328780539,05/2022,281,YES,2,14495.0,02/2020,2020,No
1688,1,Mastercard,Debit,5487985553439546,12/2023,103,YES,2,15906.0,01/2020,2020,No
1689,0,Visa,Debit,4032033794787095,07/2022,167,YES,1,10194.0,11/2015,2015,No
1689,1,Mastercard,Debit (Prepaid),5746544800697198,09/2021,335,YES,2,91.0,11/2011,2011,No
1689,2,Mastercard,Debit,5995053751840192,02/2024,267,YES,1,12591.0,06/2003,2010,No
1689,3,Mastercard,Debit,5802870059687260,07/2022,990,NO,1,10574.0,03/2013,2013,No
1690,0,Mastercard,Debit (Prepaid),5391951338573410,01/2020,356,YES,2,92.0,08/2007,2009,No
1690,1,Mastercard,Debit,5751709126583195,03/2021,435,YES,1,7338.0,08/2006,2016,No
1691,0,Mastercard,Debit,5678405303384008,03/2022,24,YES,2,26838.0,11/2015,2015,No
1691,1,Visa,Debit,4963369225142746,09/2009,418,YES,1,38154.0,08/2003,2011,No
1691,2,Amex,Credit,321246869185324,08/2020,300,YES,2,13200.0,05/2002,2014,No
1691,3,Mastercard,Debit (Prepaid),5207231566469664,03/2014,198,YES,1,89.0,01/2008,2015,No
1691,4,Amex,Credit,342755409763060,04/2007,743,YES,2,3900.0,05/2003,2008,No
1692,0,Visa,Debit,4735775382501736,07/2024,45,YES,1,7676.0,12/2006,2010,No
1693,0,Mastercard,Debit,5723984491385619,03/2022,703,YES,2,13345.0,07/2007,2010,No
1693,1,Visa,Credit,4575711221736157,11/2024,777,YES,1,8000.0,08/2011,2011,No
1693,2,Mastercard,Debit (Prepaid),5756681783759529,03/2022,331,YES,2,87.0,10/2008,2012,No
1693,3,Mastercard,Debit,5556746533263402,10/2024,516,YES,2,6395.0,01/2006,2014,No
1694,0,Mastercard,Credit,5288171160215324,01/2023,828,YES,1,8900.0,01/2020,2020,No
1695,0,Mastercard,Debit (Prepaid),5929319761273570,02/2024,367,YES,1,69.0,04/2015,2015,No
1695,1,Visa,Debit,4783135306510626,01/2021,128,YES,1,18912.0,08/2004,2008,No
1695,2,Mastercard,Debit,5232731518306860,09/2021,971,YES,1,23021.0,10/2007,2011,No
1695,3,Mastercard,Debit,5920175797699651,08/2021,420,YES,1,21985.0,01/2018,2018,No
1696,0,Visa,Credit,4892534625652849,12/2023,286,YES,2,5300.0,01/2020,2020,No
1697,0,Mastercard,Debit,5787921795028281,07/2020,29,YES,2,2397.0,01/2010,2013,No
1697,1,Mastercard,Credit,5626143345177540,11/2012,318,YES,2,2800.0,07/2007,2010,No
1697,2,Visa,Debit,4145457087186133,02/2020,837,YES,1,10466.0,06/2017,2017,No
1697,3,Amex,Credit,382984229682656,12/2012,950,NO,1,9400.0,06/2004,2011,No
1697,4,Visa,Debit,4094653186833148,06/2023,298,YES,2,20161.0,10/2010,2010,No
1698,0,Mastercard,Credit,5399068844339829,09/2024,512,YES,1,12600.0,02/2011,2015,No
1698,1,Visa,Credit,4639536674901608,01/2024,981,NO,1,14300.0,04/2006,2007,No
1698,2,Visa,Debit,4404150274692596,03/2022,155,YES,1,23452.0,06/2008,2011,No
1698,3,Mastercard,Credit,5970339574772530,10/2021,757,YES,2,13200.0,01/2010,2014,No
1698,4,Visa,Credit,4892298386279580,01/2013,50,YES,1,13500.0,06/2008,2008,No
1699,0,Visa,Credit,4880198318553266,01/2024,660,YES,1,17600.0,01/2020,2020,No
1700,0,Mastercard,Debit,5950613249503517,08/2020,608,YES,2,16558.0,01/2020,2020,No
1701,0,Mastercard,Debit,5510529698460163,12/2024,410,YES,1,44717.0,01/2020,2020,No
1701,1,Mastercard,Credit,5447265501719265,11/2021,636,NO,1,13700.0,02/2020,2020,No
1701,2,Mastercard,Debit,5679761417086761,04/2020,123,YES,2,14332.0,01/2020,2020,No
1702,0,Visa,Debit,4716305740813495,06/2022,984,YES,1,15695.0,02/2020,2020,No
1702,1,Discover,Credit,6492132286425890,02/2020,811,YES,1,13700.0,02/2020,2020,No
1703,0,Mastercard,Debit,5195057277840268,10/2020,855,YES,1,19600.0,03/2017,2017,No
1703,1,Visa,Debit,4366055356305424,06/2021,186,YES,1,17815.0,06/2009,2010,No
1703,2,Mastercard,Debit,5453650582708795,11/2015,531,YES,1,16373.0,02/2010,2010,No
1704,0,Visa,Debit,4479062988731370,11/2021,628,YES,2,14340.0,01/2002,2009,No
1705,0,Mastercard,Debit (Prepaid),5956867363687567,08/2024,701,YES,1,109.0,11/2011,2011,No
1705,1,Mastercard,Debit,5046535005565011,03/2023,821,YES,1,16218.0,02/2020,2020,No
1705,2,Mastercard,Debit,5948980046719583,05/2024,710,YES,1,22115.0,05/2012,2012,No
1706,0,Visa,Debit (Prepaid),4443766253735109,04/2024,361,YES,1,80.0,06/2002,2011,No
1707,0,Mastercard,Debit,5172517796855710,02/2020,817,NO,2,18261.0,02/2020,2020,No
1708,0,Visa,Debit,4660445166648632,12/2012,610,YES,1,1325.0,04/2000,2011,No
1708,1,Visa,Credit,4877727463431062,01/2023,537,YES,2,16900.0,03/2002,2007,No
1709,0,Amex,Credit,304990666285186,02/2023,972,YES,2,6500.0,01/2020,2020,No
1709,1,Mastercard,Credit,5689609387142035,02/2021,393,NO,1,7800.0,01/2011,2011,No
1709,2,Mastercard,Debit,5290515548238201,12/2022,813,NO,1,9294.0,01/2010,2011,No
1709,3,Mastercard,Debit,5358949072497400,12/2011,324,YES,2,12163.0,03/2011,2011,No
1709,4,Visa,Debit,4972569366952714,01/2020,855,YES,2,14959.0,05/2011,2011,No
1709,5,Mastercard,Debit (Prepaid),5039304998585215,11/2023,721,YES,2,15.0,12/2003,2010,No
1710,0,Mastercard,Debit,5735388999396191,07/2022,260,YES,1,18118.0,03/2001,2007,No
1710,1,Visa,Debit,4804168677193110,03/2023,32,YES,2,22025.0,02/2010,2010,No
1710,2,Mastercard,Credit,5216010288888583,09/2011,983,YES,1,9100.0,03/2009,2015,No
1711,0,Visa,Debit,4320358361635021,10/2013,729,YES,2,16064.0,06/2008,2011,No
1711,1,Mastercard,Credit,5039473078606416,09/2024,356,YES,1,6000.0,06/2010,2011,No
1711,2,Visa,Debit,4951288736229807,02/2023,776,YES,2,7136.0,11/2001,2014,No
1711,3,Discover,Credit,6418843769862227,04/2021,423,YES,1,3900.0,10/2002,2010,No
1711,4,Mastercard,Debit,5508687277469967,01/2020,469,YES,1,8444.0,07/2011,2011,No
1712,0,Mastercard,Debit,5256438428040603,11/2020,880,YES,2,12692.0,08/2003,2012,No
1712,1,Mastercard,Debit,5772409732789359,04/2020,218,YES,2,9027.0,03/2002,2015,No
1712,2,Visa,Debit,4755440234138028,10/2020,584,YES,1,4507.0,01/2009,2019,No
1713,0,Mastercard,Debit,5237616749088430,05/2024,670,YES,1,17963.0,01/2020,2020,No
1713,1,Visa,Credit,4717288923637339,02/2020,818,YES,1,12200.0,02/2020,2020,No
1713,2,Mastercard,Debit,5990008776952532,02/2020,386,YES,2,1996.0,02/2020,2020,No
1714,0,Mastercard,Debit,5532144053662492,01/2021,154,YES,2,19998.0,02/2020,2020,No
1714,1,Amex,Credit,368046753984282,02/2020,882,YES,2,15600.0,02/2020,2020,No
1715,0,Mastercard,Debit,5196909207454962,05/2023,71,YES,1,13035.0,02/2013,2013,No
1715,1,Visa,Credit,4763339915481098,06/2023,488,YES,2,8300.0,05/2010,2010,No
1715,2,Amex,Credit,371833102197375,07/2024,591,YES,2,6200.0,02/2011,2011,No
1715,3,Visa,Debit,4948154067393861,03/2024,688,YES,2,11795.0,11/2013,2013,No
1715,4,Discover,Credit,6167888794302874,05/2011,138,YES,1,7900.0,06/2008,2013,No
1716,0,Discover,Credit,6666283868705517,02/2020,112,YES,1,12900.0,02/2020,2020,No
1716,1,Visa,Debit,4223918113000039,12/2020,371,YES,2,6556.0,01/2020,2020,No
1716,2,Mastercard,Credit,5170494527481348,05/2022,731,NO,1,3800.0,05/2015,2015,No
1717,0,Visa,Credit,4662421715985774,10/2021,439,YES,2,7800.0,10/2007,2008,No
1717,1,Mastercard,Credit,5382732373960615,02/2016,56,YES,2,10900.0,06/2006,2012,No
1717,2,Mastercard,Debit,5602736350449912,12/2024,673,YES,1,1846.0,01/2005,2005,No
1717,3,Mastercard,Debit (Prepaid),5222744542088596,08/2016,394,YES,1,76.0,09/2008,2015,No
1717,4,Mastercard,Credit,5052545011580809,07/2020,940,NO,1,0.0,08/2010,2010,No
1718,0,Visa,Credit,4936494163188301,01/2022,72,NO,1,13400.0,03/2019,2019,No
1718,1,Visa,Credit,4209685692130280,01/2020,565,YES,1,15800.0,01/2020,2020,No
1718,2,Visa,Debit,4949964634585996,06/2011,341,YES,1,14744.0,11/2010,2010,No
1719,0,Discover,Credit,6193476799412108,02/2020,669,YES,1,8700.0,01/2020,2020,No
1719,1,Mastercard,Debit,5196434400831396,01/2022,696,YES,1,12088.0,01/2020,2020,No
1719,2,Mastercard,Credit,5242129479868764,11/2024,288,YES,2,4700.0,01/2014,2014,No
1719,3,Visa,Debit,4930615029109805,01/2024,514,YES,2,11983.0,02/2020,2020,No
1719,4,Mastercard,Debit,5894488780147229,02/2020,182,YES,1,11557.0,02/2020,2020,No
1720,0,Mastercard,Debit,5889682038601562,02/2020,815,YES,1,12152.0,01/2020,2020,No
1720,1,Discover,Credit,6125317256925478,10/2023,681,YES,2,11100.0,01/2020,2020,No
1721,0,Visa,Credit,4476864861762314,09/2022,669,YES,1,14700.0,03/2011,2011,No
1722,0,Mastercard,Debit (Prepaid),5754706935084019,06/2021,827,NO,1,52.0,09/2002,2013,No
1722,1,Mastercard,Debit,5427548263390254,12/2016,736,YES,1,3224.0,10/2010,2013,No
1722,2,Visa,Debit,4186305659535998,11/2020,674,YES,2,23001.0,12/2007,2013,No
1722,3,Mastercard,Debit,5507762507273350,01/2022,170,YES,1,23652.0,03/2005,2014,No
1722,4,Mastercard,Debit (Prepaid),5763661322183411,09/2020,688,YES,1,86.0,11/2007,2013,No
1723,0,Mastercard,Debit (Prepaid),5133503724511818,08/2021,528,YES,2,80.0,10/2007,2011,No
1723,1,Mastercard,Debit,5443684097691863,10/2022,473,YES,1,26097.0,08/2007,2011,No
1723,2,Visa,Debit,4551009502548949,05/2023,466,YES,1,11032.0,11/2015,2015,No
1723,3,Visa,Credit,4632232168339378,01/2020,970,YES,1,8900.0,04/2004,2011,No
1723,4,Amex,Credit,310400555625656,02/2020,226,YES,2,4700.0,01/2020,2020,No
1724,0,Visa,Debit,4925413173106257,05/2022,460,YES,1,10523.0,10/2011,2011,No
1724,1,Amex,Credit,327604676331354,02/2020,199,YES,1,8900.0,02/2020,2020,No
1725,0,Visa,Debit,4967103653953670,05/2021,962,YES,1,6489.0,07/2009,2013,No
1725,1,Mastercard,Debit,5497742793973953,09/2020,24,NO,2,9146.0,12/2001,2012,No
1726,0,Mastercard,Debit (Prepaid),5014318785325420,03/2024,622,YES,1,66.0,10/2019,2019,No
1726,1,Visa,Debit,4417739183409950,01/2023,990,NO,1,18138.0,03/2015,2015,No
1726,2,Mastercard,Debit,5352211789998935,02/2021,443,YES,1,23238.0,02/2014,2014,No
1726,3,Mastercard,Debit,5410637796399201,09/2022,983,YES,1,20706.0,10/2013,2013,No
1726,4,Visa,Credit,4762138266799478,08/2022,495,YES,2,12100.0,07/2002,2010,No
1727,0,Visa,Debit,4363891861741725,03/2020,662,YES,2,19781.0,11/2013,2013,No
1727,1,Discover,Credit,6967609497983390,03/2023,334,YES,2,9300.0,10/2003,2012,No
1727,2,Mastercard,Debit,5267551356380608,12/2022,984,NO,2,5451.0,06/1999,2012,No
1727,3,Visa,Debit,4103248264872952,02/2016,23,YES,2,6491.0,11/2007,2013,No
1728,0,Visa,Credit,4051081191440795,02/2023,42,YES,1,6900.0,01/2020,2020,No
1728,1,Amex,Credit,383475654382335,05/2024,835,NO,2,6100.0,01/2020,2020,No
1729,0,Visa,Debit,4837452802436823,05/2022,288,YES,1,16905.0,07/2006,2008,No
1730,0,Mastercard,Debit,5503001623065365,04/2020,552,YES,1,47153.0,02/2002,2006,No
1730,1,Visa,Debit,4776377960241200,12/2022,190,YES,2,25010.0,07/2010,2010,No
1731,0,Mastercard,Debit,5178473684405564,12/2022,562,YES,1,232.0,12/2009,2010,No
1731,1,Mastercard,Credit,5012197802964363,02/2016,674,YES,2,100.0,08/2013,2013,No
1731,2,Mastercard,Debit (Prepaid),5855938431811539,04/2017,656,YES,1,80.0,07/2003,2011,No
1732,0,Amex,Credit,337444224350580,12/2022,542,YES,2,3300.0,02/2020,2020,No
1733,0,Mastercard,Debit,5799169833597049,01/2021,85,YES,1,3483.0,06/2006,2013,No
1733,1,Amex,Credit,345109128105029,02/2024,963,YES,2,13900.0,01/2015,2015,No
1734,0,Mastercard,Debit,5158280368787690,10/2024,616,YES,1,70187.0,06/2002,2011,No
1734,1,Visa,Debit,4077584980284629,12/2021,84,NO,2,7821.0,01/2011,2014,No
1734,2,Mastercard,Debit,5978884065247077,10/2024,708,YES,2,96637.0,06/2007,2007,No
1734,3,Discover,Credit,6977627305195042,03/2022,233,YES,2,44200.0,09/2016,2016,No
1734,4,Visa,Debit (Prepaid),4065795089404702,08/2023,765,NO,1,68.0,03/2007,2007,No
1734,5,Mastercard,Debit (Prepaid),5320344964229690,01/2021,628,YES,1,54.0,01/2014,2014,No
1734,6,Mastercard,Debit,5879372260390616,05/2022,403,YES,1,62519.0,07/2011,2011,No
1734,7,Visa,Debit,4910341780863441,11/2022,246,YES,1,87408.0,05/2013,2013,No
1735,0,Mastercard,Debit,5913847569907564,03/2024,237,YES,2,15100.0,01/2009,2009,No
1735,1,Mastercard,Debit,5349556696203116,05/2024,875,YES,1,2303.0,07/2008,2011,No
